peak_group,group_two_theta,suspected_static,coverage_fraction,detected_frame_count,detected_fraction,roi_presence_count,roi_fraction,roi_presence_threshold,max_roi_area,position_frames,median_detected_two_theta,position_mad_deg,position_range_deg,slope_deg_per_gpa,frames_detected
401,16.1297,0,0.411765,7,0.411765,7,0.411765,0.000360651,0.00360651,7,16.1397,0.002404,0.028047,0.000517698,12.8GPa;13.3GPa;1GPa;2.3GPa;3.9GPa;5GPa;6.6GPa
402,16.1631,0,0.411765,4,0.235294,7,0.411765,0.000382461,0.00382461,4,16.1555,0,0.015815,-0.000578983,1.5GPa;12.8GPa;1GPa;3.9GPa
403,16.1955,0,0.352941,4,0.235294,6,0.352941,0.000709482,0.00709482,4,16.195,0.0079075,0.025074,0.00173781,1.5GPa;15.6GPa;2.3GPa;5GPa
404,16.2249,0,0.294118,4,0.235294,5,0.294118,0.000913409,0.00913409,4,16.2262,0,0.007466,0.000309302,0.7GPa;1.5GPa;10.4GPa;13.3GPa
405,16.2724,0,0.352941,6,0.352941,4,0.235294,0.000937616,0.00937616,6,16.282,0.000149,0.016113,0.000726413,1.3GPa;15.6GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.2GPa
406,16.3083,0,0.352941,6,0.352941,5,0.294118,0.000744778,0.00744778,6,16.3174,0.009551,0.031631,-0.00112542,13.3GPa;15.6GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa
407,16.34,0,0.352941,5,0.294118,6,0.352941,0.000459145,0.00459145,5,16.3453,0,0.022686,-0.00083874,1.5GPa;15.6GPa;5GPa;6.2GPa;9.8GPa
408,16.3804,0,0.411765,3,0.176471,7,0.411765,0.000211919,0.00211919,3,16.3805,0.003569,0.015816,0.00166207,1GPa;6.2GPa;6.6GPa
409,16.4204,0,0.352941,6,0.352941,6,0.352941,0.000317743,0.00317743,6,16.4156,0.0070115,0.015831,0.00079828,1.5GPa;13.3GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa
410,16.4503,0,0.294118,4,0.235294,5,0.294118,0.000290089,0.00290089,4,16.4533,0.0070115,0.028046,0.00123939,0.7GPa;10.4GPa;15.6GPa;2.3GPa
411,16.4949,0,0.470588,4,0.235294,8,0.470588,0.000328471,0.00328471,4,16.4981,0.0070115,0.019071,-0.000406501,10.4GPa;13.3GPa;5GPa;7.4GPa
412,16.5347,0,0.294118,4,0.235294,5,0.294118,0.000410952,0.00410952,4,16.5277,0.0070115,0.014352,0.00120624,0.7GPa;1.3GPa;13.3GPa;6.2GPa
413,16.559,0,0.235294,4,0.235294,4,0.235294,0.000554762,0.00554762,4,16.5647,0.0019565,0.017936,-0.00143483,12.8GPa;13.3GPa;15.6GPa;6.2GPa
414,16.5983,0,0.294118,5,0.294118,4,0.235294,0.000404592,0.00404592,5,16.5825,0,0.015816,0.000371631,1.5GPa;12.8GPa;1GPa;2.3GPa;7.4GPa
415,16.6183,0,0.352941,5,0.294118,6,0.352941,0.000480483,0.00480483,5,16.6189,0.004734,0.015816,0.000434808,0.7GPa;2.3GPa;2.4GPa_decomp;7.4GPa;8.5GPa
416,16.6492,0,0.529412,6,0.352941,9,0.529412,0.000357578,0.00357578,6,16.661,0.000642,0.015816,-0.000356909,1.3GPa;10.4GPa;1GPa;2.3GPa;3.9GPa;8.5GPa
417,16.693,0,0.411765,4,0.235294,7,0.411765,0.000288407,0.00288407,4,16.6911,0.0021135,0.015816,0.00117322,0.7GPa;1GPa;5GPa;9.8GPa
418,16.7227,0,0.411765,6,0.352941,7,0.411765,0.000244789,0.00244789,6,16.721,0.003905,0.015815,-0.000872582,1.5GPa;10.4GPa;12.8GPa;15.6GPa;1GPa;3.9GPa
419,16.7445,0,0.411765,7,0.411765,4,0.235294,0.000266813,0.00266813,7,16.7407,0,0.018444,-0.000215176,1.3GPa;1.5GPa;12.8GPa;15.6GPa;1GPa;3.9GPa;6.2GPa
420,16.7791,0,0.294118,5,0.294118,4,0.235294,0.000248238,0.00248238,5,16.7881,0.013068,0.030794,-0.0016078,0.7GPa;1.3GPa;15.6GPa;2.3GPa;7.4GPa
421,16.8353,0,0.235294,4,0.235294,2,0.117647,0.0001,0.000438381,4,16.8324,0.0070115,0.028046,-0.00135589,1.3GPa;10.4GPa;2.3GPa;6.6GPa
422,16.8533,0,0.411765,7,0.411765,3,0.176471,0.0001,0.000519313,7,16.8672,0.004107,0.019923,-0.00119181,0.7GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa
423,16.8831,0,0.235294,4,0.235294,2,0.117647,0.0001,0.000689887,4,16.8842,0.001158,0.016339,0.000973549,13.3GPa;15.6GPa;2.3GPa;6.2GPa
424,16.9205,0,0.411765,7,0.411765,6,0.352941,0.0001,0.000610428,7,16.9274,0.003061,0.015816,-0.000769235,1.3GPa;1GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.6GPa;9.8GPa
425,16.9645,0,0.294118,4,0.235294,5,0.294118,0.00016565,0.0016565,4,16.97,0.010701,0.028047,-0.00273506,1.3GPa;1.5GPa;10.4GPa;3.9GPa
426,17.0065,0,0.470588,8,0.470588,4,0.235294,0.000267667,0.00267667,8,17.0035,0.0080125,0.017818,0.000662661,0.7GPa;1.3GPa;13.3GPa;15.6GPa;3.9GPa;5GPa;6.2GPa;7.4GPa
427,17.0481,0,0.352941,6,0.352941,6,0.352941,0.000306128,0.00306128,6,17.0491,0.0079075,0.028046,0.00249614,0.7GPa;10.4GPa;1GPa;5GPa;7.4GPa;9.8GPa
428,17.0942,0,0.352941,5,0.294118,6,0.352941,0.000188713,0.00188713,5,17.0886,0.007065,0.02288,-0.001393,1.5GPa;2.3GPa;5GPa;6.6GPa;7.4GPa
429,17.1089,0,0.470588,3,0.176471,8,0.470588,0.000193762,0.00193762,3,17.1044,0,0.015815,0.000892872,1.5GPa;7.4GPa;8.5GPa
430,17.1369,0,0.411765,4,0.235294,7,0.411765,0.000115632,0.00115632,4,17.1448,0.0070635,0.015815,-0.000678741,13.3GPa;15.6GPa;2.3GPa;9.8GPa
431,17.1819,0,0.588235,10,0.588235,6,0.352941,0.000225573,0.00225573,10,17.1835,0.007012,0.03163,-0.000111747,1.3GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa;2.3GPa;3.9GPa;7.4GPa;8.5GPa;9.8GPa
432,17.2211,0,0.470588,8,0.470588,7,0.411765,0.000183914,0.00183914,8,17.2185,0.003376,0.028047,0.00110235,0.7GPa;1.3GPa;10.4GPa;12.8GPa;13.3GPa;1GPa;7.4GPa;8.5GPa
433,17.2661,0,0.529412,9,0.529412,8,0.470588,0.000223702,0.00223702,9,17.278,0.000417,0.031631,0.000661804,0.7GPa;1.3GPa;1.5GPa;12.8GPa;13.3GPa;15.6GPa;1GPa;2.4GPa_decomp;9.8GPa
434,17.3094,0,0.352941,6,0.352941,2,0.117647,0.00116162,0.0116162,6,17.308,0.0070115,0.028047,0.000452433,1.3GPa;12.8GPa;13.3GPa;15.6GPa;1GPa;3.9GPa
435,17.3258,0,0.0588235,1,0.0588235,1,0.0588235,0.00160239,0.0160239,1,17.3258,0,0,,3.9GPa
436,17.357,0,0.176471,3,0.176471,2,0.117647,0.00197696,0.0197696,3,17.3481,0,0.009377,-0.000167418,0.7GPa;15.6GPa;5GPa
437,17.3796,0,0.176471,2,0.117647,3,0.176471,0.0024651,0.024651,2,17.3832,0.0070115,0.014023,0.00237678,0.7GPa;6.6GPa
438,17.4206,0,0.235294,4,0.235294,3,0.176471,0.00285546,0.0285546,4,17.4125,0.008273,0.016546,0.000789372,1.3GPa;10.4GPa;12.8GPa;6.2GPa
439,17.4491,0,0.176471,2,0.117647,3,0.176471,0.00217049,0.0217049,2,17.4445,0.007908,0.015816,-0.00150629,12.8GPa;2.3GPa
440,17.4735,0,0.529412,9,0.529412,4,0.235294,0.00190939,0.0190939,9,17.484,0.004333,0.020149,-4.61965e-05,0.7GPa;1.3GPa;10.4GPa;13.3GPa;1GPa;2.3GPa;7.4GPa;8.5GPa;9.8GPa
441,17.5038,0,0.470588,8,0.470588,6,0.352941,0.00138695,0.0138695,8,17.4998,0,0.015816,0.000288834,1.5GPa;12.8GPa;15.6GPa;1GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa
442,17.5345,0,0.411765,3,0.176471,7,0.411765,0.000467595,0.00467595,3,17.5444,0.002836,0.015816,0.00425395,12.8GPa;13.3GPa;9.8GPa
443,17.5789,0,0.470588,3,0.176471,8,0.470588,0.0001,0.000790622,3,17.5789,0,0.015815,0.000306492,12.8GPa;5GPa;9.8GPa
444,17.6132,0,0.294118,5,0.294118,4,0.235294,0.000281537,0.00281537,5,17.6145,0.004019,0.018042,-0.000914347,0.7GPa;1.3GPa;10.4GPa;12.8GPa;9.8GPa
445,17.6516,0,0.235294,4,0.235294,2,0.117647,0.000397988,0.00397988,4,17.6424,0.0002175,0.014458,0.000701436,0.7GPa;12.8GPa;15.6GPa;6.2GPa
446,17.6781,0,0.294118,5,0.294118,5,0.294118,0.000384456,0.00384456,5,17.6847,0.004941,0.018965,0.000286491,0.7GPa;1.3GPa;10.4GPa;13.3GPa;8.5GPa
447,17.7361,0,0.352941,6,0.352941,6,0.352941,0.000203858,0.00203858,6,17.737,0.003706,0.035337,-0.00233585,0.7GPa;1.3GPa;1.5GPa;3.9GPa;6.6GPa;7.4GPa
448,17.7688,0,0.352941,3,0.176471,6,0.352941,0.000402661,0.00402661,3,17.7687,0.000122,0.015937,-0.00140303,0.7GPa;12.8GPa;5GPa
449,17.7951,0,0.470588,8,0.470588,7,0.411765,0.000513325,0.00513325,8,17.7907,0.0061765,0.015815,-0.000915887,10.4GPa;12.8GPa;1GPa;2.3GPa;2.4GPa_decomp;5GPa;7.4GPa;9.8GPa
450,17.8209,0,0.529412,7,0.411765,9,0.529412,0.000572984,0.00572984,7,17.8249,0.008769,0.022792,0.00127663,10.4GPa;13.3GPa;15.6GPa;1GPa;2.3GPa;5GPa;6.2GPa
451,17.8785,0,0.411765,7,0.411765,5,0.294118,0.000650938,0.00650938,7,17.867,0.012423,0.026447,0.000330754,0.7GPa;1.5GPa;12.8GPa;13.3GPa;15.6GPa;5GPa;6.2GPa
452,17.9181,0,0.352941,6,0.352941,5,0.294118,0.00073708,0.0073708,6,17.917,0.00602,0.028047,-0.000807685,0.7GPa;1.3GPa;13.3GPa;15.6GPa;6.2GPa;7.4GPa
453,17.9501,0,0.352941,6,0.352941,4,0.235294,0.000713957,0.00713957,6,17.9426,0,0.028046,-0.00044443,10.4GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa;8.5GPa
454,17.9858,0,0.470588,8,0.470588,3,0.176471,0.000726238,0.00726238,8,17.9916,0.0079075,0.031631,-0.000212916,0.7GPa;1.5GPa;10.4GPa;12.8GPa;1GPa;5GPa;7.4GPa;9.8GPa
455,18.0387,0,0.411765,7,0.411765,3,0.176471,0.000453189,0.00453189,7,18.0493,0.004089,0.032136,-0.000822929,1.3GPa;10.4GPa;13.3GPa;15.6GPa;1GPa;2.3GPa;3.9GPa
456,18.0918,0,0.411765,7,0.411765,3,0.176471,0.0001,0.000581572,7,18.1008,0.004558,0.036189,0.000769608,0.7GPa;1.5GPa;12.8GPa;15.6GPa;2.3GPa;6.2GPa;6.6GPa
457,18.1182,0,0.235294,2,0.117647,4,0.235294,0.0001,0.000346761,2,18.118,0.0013825,0.002765,0.00145526,10.4GPa;8.5GPa
458,18.1503,0,0.235294,3,0.176471,4,0.235294,0.0001,0.00042812,3,18.1482,0.000818,0.014024,-0.00134237,0.7GPa;1.3GPa;3.9GPa
459,18.1944,0,0.529412,9,0.529412,5,0.294118,0.0001,0.00096376,9,18.1895,0.009621,0.028047,0.000985897,0.7GPa;10.4GPa;12.8GPa;15.6GPa;1GPa;2.3GPa;3.9GPa;5GPa;6.6GPa
460,18.2252,0,0.352941,6,0.352941,3,0.176471,0.000364483,0.00364483,6,18.2273,0,0.015816,-0.000459239,13.3GPa;1GPa;5GPa;6.2GPa;8.5GPa;9.8GPa
461,18.2633,0,0.411765,7,0.411765,2,0.117647,0.0013073,0.013073,7,18.2596,0.014023,0.031631,-0.00199338,0.7GPa;1.5GPa;10.4GPa;13.3GPa;5GPa;6.6GPa;9.8GPa
462,18.3065,0,0.294118,5,0.294118,2,0.117647,0.00160067,0.0160067,5,18.3064,0.009308,0.028047,0.000819108,1.3GPa;12.8GPa;15.6GPa;3.9GPa;6.2GPa
463,18.3239,0,0.352941,6,0.352941,3,0.176471,0.00159657,0.0159657,6,18.3488,0.005046,0.03163,-0.00075737,13.3GPa;1GPa;2.3GPa;5GPa;6.2GPa;7.4GPa
464,18.3747,0,0.294118,4,0.235294,5,0.294118,0.00147273,0.0147273,4,18.3707,0.0010695,0.015815,0.00168462,2.3GPa;6.6GPa;7.4GPa;8.5GPa
465,18.4013,0,0.352941,3,0.176471,6,0.352941,0.00106552,0.0106552,3,18.4013,0.001445,0.01726,-0.00122168,1.5GPa;15.6GPa;8.5GPa
466,18.4404,0,0.411765,7,0.411765,6,0.352941,0.00103394,0.0103394,7,18.4487,0,0.020844,-0.000479608,0.7GPa;1.3GPa;1.5GPa;10.4GPa;1GPa;2.3GPa;9.8GPa
467,18.4698,0,0.411765,7,0.411765,7,0.411765,0.000985096,0.00985096,7,18.4804,0.003618,0.019433,0.000353847,1.5GPa;15.6GPa;1GPa;2.3GPa;2.4GPa_decomp;5GPa;9.8GPa
468,18.5009,0,0.470588,8,0.470588,8,0.470588,0.000717333,0.00717333,8,18.5041,0.0079075,0.015849,0.00161421,1.5GPa;10.4GPa;12.8GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa
469,18.5382,0,0.411765,5,0.294118,7,0.411765,0.000379714,0.00379714,5,18.5401,0.00355,0.017574,-0.000430611,12.8GPa;13.3GPa;2.3GPa;5GPa;6.6GPa
470,18.5654,0,0.470588,4,0.235294,8,0.470588,0.000208497,0.00208497,4,18.5717,0.0035675,0.015815,-0.000259389,0.7GPa;2.3GPa;6.2GPa;7.4GPa
471,18.6014,0,0.470588,8,0.470588,5,0.294118,0.000144268,0.00144268,8,18.5962,0.005097,0.019121,-7.16088e-05,10.4GPa;13.3GPa;15.6GPa;2.3GPa;5GPa;6.2GPa;6.6GPa;7.4GPa
472,18.6241,0,0.352941,6,0.352941,3,0.176471,0.0001,0.000844245,6,18.6235,0.0007565,0.015816,0.000590888,1.3GPa;1.5GPa;10.4GPa;6.2GPa;7.4GPa;8.5GPa
473,18.6638,0,0.294118,5,0.294118,1,0.0588235,0.000866209,0.00866209,5,18.6543,0.002071,0.017887,0.000911685,0.7GPa;10.4GPa;13.3GPa;7.4GPa;8.5GPa
474,18.6912,0,0.294118,5,0.294118,1,0.0588235,0.00232288,0.0232288,5,18.686,0.005656,0.021472,-0.000948427,10.4GPa;13.3GPa;15.6GPa;1GPa;5GPa
475,18.7334,0,0.294118,5,0.294118,1,0.0588235,0.00299655,0.0299655,5,18.7224,0.004784,0.015816,0.000722205,1.3GPa;12.8GPa;13.3GPa;1GPa;3.9GPa
476,18.7498,0,0.411765,7,0.411765,1,0.0588235,0.0031054,0.031054,7,18.7504,0.001199,0.015816,-0.00107795,0.7GPa;1.3GPa;1.5GPa;10.4GPa;12.8GPa;2.3GPa;6.6GPa
477,18.7799,0,0.352941,6,0.352941,1,0.0588235,0.00285403,0.0285403,6,18.7888,0.007908,0.028047,0.000374217,1.5GPa;10.4GPa;15.6GPa;2.3GPa;5GPa;9.8GPa
478,18.8174,0,0.352941,6,0.352941,1,0.0588235,0.00270311,0.0270311,6,18.8244,0.0038805,0.022078,0.000184592,1.3GPa;10.4GPa;15.6GPa;1GPa;5GPa;8.5GPa
479,18.8504,0,0.411765,7,0.411765,1,0.0588235,0.000909472,0.00909472,7,18.8599,0.002678,0.018493,0.000288926,0.7GPa;10.4GPa;15.6GPa;5GPa;6.2GPa;6.6GPa;9.8GPa
480,18.8802,0,0.352941,6,0.352941,1,0.0588235,0.00157974,0.0157974,6,18.8762,0.000443,0.015815,-1.30282e-05,10.4GPa;15.6GPa;3.9GPa;5GPa;6.2GPa;9.8GPa
481,18.918,0,0.588235,9,0.529412,10,0.588235,0.0001,0.000916391,9,18.9232,0.00449,0.028047,-0.0014632,0.7GPa;1.3GPa;1.5GPa;13.3GPa;1GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa
482,18.9464,0,0.588235,10,0.588235,10,0.588235,0.0001,0.000470656,10,18.9469,0.0079075,0.021764,-0.000825259,0.7GPa;1.5GPa;1GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa
483,18.9895,0,0.529412,9,0.529412,9,0.529412,0.0001,0.000322074,9,18.9888,0.002365,0.032203,-0.000448583,1.3GPa;1.5GPa;10.4GPa;15.6GPa;2.3GPa;5GPa;6.6GPa;7.4GPa;8.5GPa
484,19.0301,0,0.588235,9,0.529412,10,0.588235,0.0001,0.000570962,9,19.0309,0.012804,0.032851,0.000570309,0.7GPa;1.3GPa;1.5GPa;15.6GPa;1GPa;2.3GPa;6.2GPa;6.6GPa;9.8GPa
485,19.0743,0,0.470588,8,0.470588,6,0.352941,0.0001,0.000602998,8,19.0814,0.005635,0.021451,0.000243651,0.7GPa;1.3GPa;10.4GPa;13.3GPa;15.6GPa;1GPa;2.3GPa;3.9GPa
486,19.1021,0,0.294118,5,0.294118,2,0.117647,0.000420567,0.00420567,5,19.101,0.003844,0.017867,0.000706065,0.7GPa;1.3GPa;2.3GPa;5GPa;6.6GPa
487,19.1391,0,0.352941,6,0.352941,6,0.352941,0.0001,0.000728381,6,19.1446,0,0.015816,0.000205761,1.5GPa;12.8GPa;15.6GPa;3.9GPa;5GPa;7.4GPa
488,19.1711,0,0.470588,8,0.470588,6,0.352941,0.0001,0.000634678,8,19.1658,0.0053495,0.015816,0.000204058,10.4GPa;13.3GPa;1GPa;2.3GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa
489,19.1982,0,0.529412,5,0.294118,9,0.529412,0.0001,0.000633687,5,19.1921,0,0.015816,-0.000404595,13.3GPa;5GPa;6.2GPa;7.4GPa;9.8GPa
490,19.2321,0,0.529412,8,0.470588,9,0.529412,0.000112272,0.00112272,8,19.2334,0.006143,0.017553,-0.000822523,0.7GPa;1.3GPa;1.5GPa;13.3GPa;15.6GPa;1GPa;3.9GPa;7.4GPa
491,19.264,0,0.647059,11,0.647059,6,0.352941,0.000129343,0.00129343,11,19.2711,0,0.028047,-0.000496365,0.7GPa;1.3GPa;1.5GPa;13.3GPa;15.6GPa;1GPa;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa
492,19.297,0,0.647059,3,0.176471,11,0.647059,0.00010124,0.0010124,3,19.2973,0.010385,0.024408,-0.00130449,0.7GPa;10.4GPa;5GPa
493,19.3344,0,0.176471,2,0.117647,3,0.176471,0.0001,0.000236263,2,19.3299,0.004507,0.009014,-0.00166926,10.4GPa;5GPa
494,19.3631,0,0.411765,7,0.411765,0,0,0.0001,9.02503e-05,7,19.3534,0.003216,0.01724,-0.000560536,1.3GPa;10.4GPa;12.8GPa;15.6GPa;3.9GPa;6.2GPa;7.4GPa
495,19.3831,0,0.352941,6,0.352941,3,0.176471,0.0001,0.0003059,6,19.3819,0.000184,0.014024,0.000625161,1.5GPa;10.4GPa;12.8GPa;13.3GPa;5GPa;6.6GPa
496,19.4339,0,0.529412,9,0.529412,2,0.117647,0.0001,0.00013443,9,19.4293,0.005744,0.02156,-0.000111422,0.7GPa;1.5GPa;10.4GPa;13.3GPa;15.6GPa;1GPa;6.2GPa;7.4GPa;9.8GPa
497,19.4646,0,0.529412,9,0.529412,1,0.0588235,0.0001,0.000108102,9,19.4656,0.004695,0.015816,7.69146e-06,0.7GPa;1.3GPa;1.5GPa;15.6GPa;3.9GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa
498,19.4969,0,0.352941,6,0.352941,4,0.235294,0.0001,0.000471116,6,19.4937,0.001111,0.015816,3.70019e-05,0.7GPa;13.3GPa;1GPa;6.6GPa;8.5GPa;9.8GPa
499,19.5243,0,0.529412,9,0.529412,3,0.176471,0.0001,0.000752741,9,19.5242,0,0.015815,1.18721e-05,1.5GPa;10.4GPa;12.8GPa;15.6GPa;2.3GPa;2.4GPa_decomp;5GPa;7.4GPa;8.5GPa
500,19.5825,0,0.647059,10,0.588235,11,0.647059,0.000148438,0.00148438,10,19.5826,0.007012,0.020198,-0.000681038,0.7GPa;10.4GPa;12.8GPa;13.3GPa;2.3GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa
501,19.6118,1,0.764706,13,0.764706,12,0.705882,0.000140683,0.00140683,13,19.6033,0,0.016614,0.000646869,1.3GPa;1.5GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa;1GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;8.5GPa;9.8GPa
502,19.6602,0,0.470588,8,0.470588,7,0.411765,0.0001,0.000807844,8,19.662,0.004578,0.041076,0.000303785,0.7GPa;1.3GPa;12.8GPa;15.6GPa;2.3GPa;6.6GPa;8.5GPa;9.8GPa
503,19.69,0,0.294118,3,0.176471,5,0.294118,0.0001,0.000251019,3,19.6823,0,0.007652,0.000955917,10.4GPa;2.3GPa;6.2GPa
504,19.7143,0,0.294118,5,0.294118,0,0,0.0001,9.95203e-05,5,19.714,0,0.015815,2.85178e-05,1.5GPa;12.8GPa;6.2GPa;7.4GPa;8.5GPa
505,19.7551,0,0.529412,9,0.529412,3,0.176471,0.0001,0.000151718,9,19.7461,0.000484,0.015815,0.000184714,1.3GPa;1.5GPa;13.3GPa;1GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa;9.8GPa
506,19.7842,0,0.294118,5,0.294118,5,0.294118,0.0001,0.000526932,5,19.7772,0,0.014023,0.000597769,0.7GPa;3.9GPa;6.2GPa;6.6GPa;9.8GPa
507,19.807,0,0.294118,4,0.235294,5,0.294118,0.0001,0.000658926,4,19.8022,0,0.006684,-0.000223078,0.7GPa;10.4GPa;15.6GPa;2.4GPa_decomp
508,19.8509,0,0.529412,9,0.529412,6,0.352941,0.0001,0.000854304,9,19.8443,0.01206,0.033594,0.00133901,0.7GPa;1.3GPa;1.5GPa;13.3GPa;15.6GPa;2.3GPa;3.9GPa;5GPa;8.5GPa
509,19.8776,0,0.235294,4,0.235294,4,0.235294,0.0001,0.000235899,4,19.8723,8.55e-05,0.015816,0.000933602,0.7GPa;1.3GPa;12.8GPa;9.8GPa
510,19.9024,0,0.470588,8,0.470588,4,0.235294,0.0001,0.00036296,8,19.9038,0.003413,0.019229,-0.000428007,0.7GPa;1.5GPa;10.4GPa;12.8GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa
511,19.943,0,0.411765,7,0.411765,4,0.235294,0.0001,0.000266835,7,19.9512,0.005234,0.028047,0.000989872,0.7GPa;13.3GPa;15.6GPa;3.9GPa;5GPa;6.2GPa;7.4GPa
512,19.9749,0,0.411765,7,0.411765,1,0.0588235,0.000412462,0.00412462,7,19.9828,0.001649,0.017465,0.000691332,10.4GPa;12.8GPa;2.3GPa;5GPa;6.6GPa;7.4GPa;8.5GPa
513,19.9987,0,0.352941,6,0.352941,1,0.0588235,0.000808904,0.00808904,6,19.9987,7.1e-05,0.015957,-0.000527473,0.7GPa;1.3GPa;2.3GPa;5GPa;8.5GPa;9.8GPa
514,20.0458,0,0.294118,5,0.294118,2,0.117647,0.00174755,0.0174755,5,20.0303,0.003727,0.019542,-0.00116406,1.3GPa;15.6GPa;1GPa;5GPa;6.6GPa
515,20.0705,0,0.470588,8,0.470588,2,0.117647,0.00238073,0.0238073,8,20.0777,0.004921,0.028047,0.000679994,0.7GPa;1.3GPa;12.8GPa;13.3GPa;15.6GPa;1GPa;2.3GPa;6.6GPa
516,20.109,0,0.411765,7,0.411765,2,0.117647,0.00289033,0.0289033,7,20.1094,0.001337,0.017152,0.000492886,1.5GPa;10.4GPa;15.6GPa;2.3GPa;6.2GPa;6.6GPa;9.8GPa
517,20.1442,0,0.588235,10,0.588235,1,0.0588235,0.0022392,0.022392,10,20.141,0.002248,0.031631,8.1046e-05,10.4GPa;12.8GPa;13.3GPa;15.6GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa
518,20.1888,0,0.470588,8,0.470588,4,0.235294,0.000380987,0.00380987,8,20.1884,0.0031995,0.022215,-0.00101443,1.3GPa;12.8GPa;15.6GPa;2.3GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa
519,20.206,0,0.352941,6,0.352941,6,0.352941,0.000138667,0.00138667,6,20.2145,0.007012,0.018631,0.00112662,0.7GPa;10.4GPa;12.8GPa;2.4GPa_decomp;6.2GPa;8.5GPa
520,20.2414,0,0.470588,8,0.470588,8,0.470588,0.000149503,0.00149503,8,20.2434,0.007523,0.015815,-0.000521929,0.7GPa;1.3GPa;12.8GPa;2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;9.8GPa
521,20.2682,0,0.529412,8,0.470588,9,0.529412,0.000135672,0.00135672,8,20.2812,0.0118465,0.028046,-0.000775109,0.7GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa;1GPa;7.4GPa;9.8GPa
522,20.3032,0,0.411765,7,0.411765,4,0.235294,0.00127652,0.0127652,7,20.307,0.007878,0.021901,0.000418347,1.3GPa;1.5GPa;13.3GPa;1GPa;2.4GPa_decomp;6.6GPa;9.8GPa
523,20.3617,0,0.470588,8,0.470588,1,0.0588235,0.00277147,0.0277147,8,20.3624,0,0.03234,-0.00143059,1.5GPa;10.4GPa;12.8GPa;1GPa;2.3GPa;3.9GPa;7.4GPa;9.8GPa
524,20.3892,0,0.470588,8,0.470588,2,0.117647,0.00282567,0.0282567,8,20.3847,0.0064705,0.028046,0.000810265,0.7GPa;1.3GPa;13.3GPa;15.6GPa;1GPa;2.3GPa;6.6GPa;8.5GPa
525,20.41,0,0.176471,3,0.176471,2,0.117647,0.00186272,0.0186272,3,20.4099,0,0.015816,-0.000639317,1.5GPa;12.8GPa;1GPa
526,20.4649,0,0.411765,7,0.411765,2,0.117647,0.00156581,0.0156581,7,20.4613,0.00398,0.033819,1.12026e-05,1.3GPa;10.4GPa;12.8GPa;15.6GPa;5GPa;6.2GPa;6.6GPa
527,20.492,0,0.470588,8,0.470588,1,0.0588235,0.00128312,0.0128312,8,20.4889,0,0.01442,-0.000269417,0.7GPa;1.5GPa;1GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa
528,20.522,0,0.529412,9,0.529412,2,0.117647,0.000734646,0.00734646,9,20.5206,0.003188,0.019004,1.0782e-05,1.3GPa;1.5GPa;10.4GPa;15.6GPa;1GPa;2.3GPa;6.2GPa;6.6GPa;8.5GPa
529,20.5782,0,0.470588,8,0.470588,6,0.352941,0.0001,0.000574803,8,20.5735,0.010356,0.038403,-0.00171315,0.7GPa;1.5GPa;10.4GPa;15.6GPa;2.3GPa;6.6GPa;8.5GPa;9.8GPa
530,20.6013,0,0.294118,5,0.294118,4,0.235294,0.0001,0.000754216,5,20.6015,0.001875,0.015815,-5.65603e-05,1.5GPa;10.4GPa;13.3GPa;7.4GPa;9.8GPa
531,20.6297,0,0.411765,7,0.411765,5,0.294118,0.0001,0.00072128,7,20.6313,0.00171,0.017525,-0.000338601,1.3GPa;15.6GPa;2.4GPa_decomp;3.9GPa;6.6GPa;8.5GPa;9.8GPa
532,20.6669,0,0.588235,9,0.529412,10,0.588235,0.00016273,0.0016273,9,20.6629,0.005294,0.021109,0.000168066,1.3GPa;12.8GPa;13.3GPa;1GPa;2.4GPa_decomp;3.9GPa;5GPa;7.4GPa;8.5GPa
