peak_group,group_two_theta,frame_count,frames_present,max_normalized_intensity,tier_a_count,tier_b_count,tier_c_count,source_methods
527,20.492044,8,0.7GPa;1GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa,0.00910295,6,4,0,matched;micro;raw;residual;shoulder
528,20.521963,9,1GPa;1.3GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;8.5GPa;10.4GPa;15.6GPa,0.00532781,5,5,0,bump;matched;micro;raw;shoulder
529,20.578217,8,0.7GPa;1.5GPa;2.3GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;15.6GPa,0.0200568,6,4,0,bump;matched;micro;raw;residual;shoulder
530,20.601307,5,1.5GPa;7.4GPa;9.8GPa;10.4GPa;13.3GPa,0.00653544,3,4,0,bump;matched;micro;raw;residual;shoulder
531,20.629734,7,1.3GPa;2.4GPa_decomp;3.9GPa;6.6GPa;8.5GPa;9.8GPa;15.6GPa,0.0622958,3,5,0,bump;matched;micro;raw;shoulder
532,20.666938,9,1GPa;1.3GPa;2.4GPa_decomp;3.9GPa;5GPa;7.4GPa;8.5GPa;12.8GPa;13.3GPa,0.0602538,8,6,0,bump;matched;micro;raw;residual;shoulder
533,20.701752,9,0.7GPa;1GPa;1.5GPa;2.4GPa_decomp;5GPa;6.2GPa;7.4GPa;8.5GPa;15.6GPa,0.0569638,8,5,0,matched;micro;raw;residual;shoulder
534,20.728529,9,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;5GPa;6.6GPa;9.8GPa;15.6GPa,0.0346327,7,2,0,bump;matched;micro;raw;residual;shoulder
535,20.768490,5,2.3GPa;3.9GPa;5GPa;13.3GPa;15.6GPa,0.0156102,4,3,0,matched;micro;raw;shoulder
536,20.800652,11,0.7GPa;1GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa,0.0230451,9,5,0,bump;matched;micro;raw;residual;shoulder
537,20.829780,7,1.5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa,0.0241633,5,5,0,matched;micro;raw;shoulder
538,20.868494,1,12.8GPa,0.00891951,2,0,0,matched;micro;shoulder
539,20.909842,11,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.0786506,10,5,0,bump;matched;micro;raw;residual;shoulder
540,20.942003,11,0.7GPa;1GPa;1.5GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;15.6GPa,0.0319734,6,6,0,bump;matched;micro;raw;shoulder
541,20.980129,3,1.3GPa;10.4GPa;13.3GPa,0.00629809,2,1,0,matched;micro;raw;shoulder
542,21.009260,7,0.7GPa;2.4GPa_decomp;6.2GPa;6.6GPa;8.5GPa;10.4GPa;13.3GPa,0.0388755,6,4,0,bump;matched;micro;raw;residual;shoulder
543,21.036149,7,1.5GPa;2.3GPa;6.6GPa;9.8GPa;12.8GPa;13.3GPa;15.6GPa,0.0106936,6,2,0,bump;matched;micro;raw;residual;shoulder
544,21.077226,8,0.7GPa;1.3GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa,0.0172372,7,4,0,matched;micro;raw;residual;shoulder
545,21.115799,11,1.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.0279037,8,5,0,bump;matched;micro;raw;residual;shoulder
546,21.152403,12,1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;8.5GPa;9.8GPa;12.8GPa,0.0833282,5,11,0,matched;micro;raw;residual;shoulder
547,21.189583,13,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;6.2GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;15.6GPa,0.0800019,9,11,0,bump;matched;micro;raw;residual;shoulder
548,21.240395,9,0.7GPa;1.5GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;8.5GPa;10.4GPa;12.8GPa,0.0186957,11,4,0,bump;matched;micro;raw;residual;shoulder
549,21.276275,11,0.7GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;7.4GPa;9.8GPa;13.3GPa;15.6GPa,0.0515617,7,7,0,matched;micro;raw;shoulder
550,21.316712,1,13.3GPa,1.61287e-05,0,1,0,raw
551,21.373106,7,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;6.2GPa;10.4GPa,0.0793569,3,6,0,bump;matched;micro;raw;shoulder
552,21.395200,8,2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;15.6GPa,0.0811277,6,4,0,bump;matched;micro;raw;shoulder
553,21.418090,6,0.7GPa;1GPa;1.3GPa;2.4GPa_decomp;6.6GPa;15.6GPa,0.0401368,4,2,0,bump;matched;micro;raw;shoulder
554,21.446018,10,1.3GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;12.8GPa;13.3GPa;15.6GPa,0.0419211,8,4,0,bump;matched;micro;raw;residual;shoulder
555,21.475758,10,1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;8.5GPa;12.8GPa;15.6GPa,0.0242957,9,4,0,bump;matched;micro;raw;residual;shoulder
556,21.513302,13,0.7GPa;1GPa;1.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.0603377,11,6,0,bump;matched;micro;raw;residual;shoulder
557,21.540847,12,1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa,0.478672,10,6,0,bump;matched;micro;raw;residual;shoulder
558,21.574012,6,1GPa;1.3GPa;1.5GPa;5GPa;6.6GPa;10.4GPa,0.00833793,7,1,0,bump;matched;micro;raw;residual;shoulder
559,21.608964,6,0.7GPa;1GPa;1.5GPa;5GPa;12.8GPa;15.6GPa,0.0078921,3,4,0,bump;matched;micro;raw;shoulder
560,21.629975,7,1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;13.3GPa,0.00203575,5,3,0,matched;micro;raw;shoulder
561,21.665922,7,1GPa;1.3GPa;2.4GPa_decomp;6.2GPa;8.5GPa;13.3GPa;15.6GPa,0.0834487,4,4,0,matched;micro;raw;shoulder
562,21.706648,7,0.7GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;6.2GPa;9.8GPa,0.0896627,6,3,0,bump;matched;micro;raw;residual;shoulder
563,21.724422,8,1GPa;1.3GPa;2.3GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa,0.119833,6,4,0,bump;matched;micro;raw;shoulder
564,21.760246,11,0.7GPa;1.3GPa;2.3GPa;5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.0561269,6,8,0,bump;matched;micro;raw;residual;shoulder
565,21.798739,10,1.3GPa;2.3GPa;2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;15.6GPa,0.0209849,7,4,0,bump;matched;micro;raw;residual;shoulder
566,21.827572,6,1GPa;1.5GPa;2.3GPa;2.4GPa_decomp;6.2GPa;12.8GPa,0.0208173,5,3,0,bump;matched;micro;raw;shoulder
567,21.851198,10,1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;13.3GPa,0.110067,6,8,0,bump;matched;micro;raw;shoulder
568,21.890376,7,1.5GPa;2.3GPa;3.9GPa;5GPa;8.5GPa;13.3GPa;15.6GPa,0.018081,8,2,0,matched;micro;raw;residual;shoulder
569,21.919529,5,1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;12.8GPa,0.0104331,3,3,0,bump;matched;micro;raw;residual;shoulder
570,21.950967,7,0.7GPa;1.3GPa;1.5GPa;3.9GPa;7.4GPa;9.8GPa;10.4GPa,0.01412,4,4,0,bump;matched;micro;raw;shoulder
571,21.977047,8,1.5GPa;2.3GPa;3.9GPa;6.2GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa,0.00702547,4,5,0,bump;matched;micro;raw;residual;shoulder
572,22.011887,10,0.7GPa;1.3GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa,0.0691901,7,6,0,matched;micro;raw;residual;shoulder
573,22.048567,10,0.7GPa;1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;9.8GPa;12.8GPa;13.3GPa,0.0398213,6,7,0,bump;matched;micro;raw;residual;shoulder
574,22.083248,11,1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.0310234,6,6,0,matched;micro;raw;residual;shoulder
575,22.109468,3,6.2GPa;8.5GPa;12.8GPa,0.00661846,1,2,0,matched;micro;raw;shoulder
576,22.151037,12,0.7GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa,0.0481693,11,4,0,bump;matched;micro;raw;shoulder
577,22.198105,5,1.3GPa;1.5GPa;5GPa;6.2GPa;12.8GPa,0.0815332,3,4,0,bump;matched;micro;raw;residual;shoulder
578,22.234110,14,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa,0.0900526,14,8,0,bump;matched;micro;raw;residual;shoulder
579,22.258317,4,1GPa;2.4GPa_decomp;6.2GPa;10.4GPa,0.0165328,1,3,0,matched;micro;raw;shoulder
580,22.307337,5,1GPa;1.5GPa;9.8GPa;12.8GPa;13.3GPa,0.0341621,3,3,0,matched;micro;raw;residual;shoulder
581,22.325904,8,0.7GPa;1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;8.5GPa;12.8GPa,0.0314191,8,5,0,bump;matched;micro;raw;residual;shoulder
582,22.359348,7,2.3GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;13.3GPa;15.6GPa,0.00989852,3,6,0,bump;matched;micro;raw;residual;shoulder
583,22.402628,9,0.7GPa;1GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;10.4GPa;15.6GPa,0.0169109,6,4,0,bump;matched;micro;raw;residual;shoulder
584,22.430551,11,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;8.5GPa;9.8GPa;12.8GPa;13.3GPa,0.145746,9,4,0,matched;micro;raw;shoulder
585,22.451263,3,5GPa;12.8GPa;15.6GPa,0.0043259,2,1,0,matched;micro;raw;residual;shoulder
586,22.502717,8,0.7GPa;1GPa;1.5GPa;6.2GPa;6.6GPa;9.8GPa;12.8GPa;13.3GPa,0.0333883,7,2,0,bump;matched;micro;raw;shoulder
587,22.541835,8,1GPa;1.5GPa;3.9GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;13.3GPa,0.0302634,8,3,0,bump;matched;micro;raw;residual;shoulder
588,22.570914,13,1GPa;1.3GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.00779699,10,7,0,bump;matched;micro;raw;residual;shoulder
589,22.603932,11,1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;13.3GPa,0.267049,9,5,0,matched;micro;raw;residual;shoulder
590,22.635276,8,1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;7.4GPa;8.5GPa;15.6GPa,0.109248,3,7,0,bump;matched;micro;raw;residual;shoulder
591,22.663684,8,1.5GPa;2.4GPa_decomp;5GPa;6.6GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.143295,6,3,0,bump;matched;micro;raw;residual;shoulder
592,22.691018,5,0.7GPa;6.2GPa;8.5GPa;13.3GPa;15.6GPa,0.0127234,3,2,0,bump;matched;micro;raw;residual;shoulder
593,22.736872,12,1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.0677617,11,10,0,bump;matched;micro;raw;residual;shoulder
594,22.778824,6,0.7GPa;1.3GPa;3.9GPa;7.4GPa;8.5GPa;13.3GPa,0.113481,3,4,0,matched;micro;raw;shoulder
595,22.804800,6,1.5GPa;3.9GPa;5GPa;7.4GPa;8.5GPa;9.8GPa,0.0192154,3,5,0,bump;matched;micro;raw;residual;shoulder
596,22.833158,8,2.4GPa_decomp;3.9GPa;5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa,0.0244144,6,4,0,bump;matched;micro;raw;residual;shoulder
597,22.867915,11,0.7GPa;1GPa;1.3GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;8.5GPa;10.4GPa;13.3GPa;15.6GPa,0.0556423,13,3,0,bump;matched;micro;raw;residual;shoulder
598,22.899293,6,1GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.2GPa;8.5GPa,0.0913987,6,2,0,matched;micro;raw;residual;shoulder
599,22.931405,10,0.7GPa;1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;9.8GPa;10.4GPa;13.3GPa,0.100819,4,10,0,bump;matched;micro;raw;residual;shoulder
600,22.956818,10,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.2GPa;7.4GPa;15.6GPa,0.163705,6,5,0,matched;micro;raw;residual;shoulder
601,22.991285,9,0.7GPa;1.3GPa;3.9GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;15.6GPa,0.0324227,4,7,0,bump;matched;micro;raw;residual;shoulder
602,23.045985,10,0.7GPa;1GPa;1.5GPa;2.4GPa_decomp;5GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.0432322,11,2,0,bump;matched;micro;raw;residual;shoulder
603,23.075327,9,1GPa;1.3GPa;2.4GPa_decomp;5GPa;6.2GPa;6.6GPa;9.8GPa;12.8GPa;15.6GPa,0.352465,7,4,0,bump;matched;micro;raw;shoulder
604,23.103817,8,0.7GPa;2.3GPa;2.4GPa_decomp;6.2GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa,0.109111,8,1,0,matched;micro;raw;shoulder
605,23.131958,10,1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.6GPa;7.4GPa;8.5GPa;13.3GPa;15.6GPa,0.00789438,7,6,0,bump;matched;micro;raw;residual;shoulder
606,23.166929,5,1.5GPa;2.3GPa;2.4GPa_decomp;7.4GPa;15.6GPa,0.0310555,2,3,0,bump;matched;raw;residual;shoulder
607,23.200952,10,1GPa;1.3GPa;3.9GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.301737,5,9,0,bump;matched;micro;raw;shoulder
608,23.242852,10,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;12.8GPa,0.0566377,6,7,0,bump;matched;micro;raw;residual;shoulder
609,23.273277,7,0.7GPa;1GPa;2.3GPa;5GPa;8.5GPa;9.8GPa;10.4GPa,0.170117,10,1,0,bump;matched;micro;raw;residual;shoulder
610,23.308654,10,0.7GPa;1.3GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa,0.363843,11,3,0,bump;matched;micro;raw;residual;shoulder
611,23.337686,10,1GPa;2.3GPa;2.4GPa_decomp;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa,0.141068,9,3,0,bump;matched;micro;raw;residual;shoulder
612,23.375730,7,1GPa;1.5GPa;2.3GPa;6.2GPa;9.8GPa;10.4GPa;12.8GPa,0.0762285,8,0,0,bump;matched;micro;raw;shoulder
613,23.407666,9,1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;12.8GPa;15.6GPa,0.141801,7,6,0,bump;matched;micro;raw;residual;shoulder
614,23.443530,12,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa,0.277746,11,4,0,bump;matched;micro;raw;residual;shoulder
615,23.467458,10,0.7GPa;1GPa;1.5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;13.3GPa;15.6GPa,0.0994214,5,6,0,bump;matched;micro;raw;shoulder
616,23.501489,7,2.3GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;15.6GPa,0.0551886,6,3,0,bump;matched;micro;raw;residual;shoulder
617,23.534252,11,0.7GPa;1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;15.6GPa,0.0321114,10,5,0,bump;matched;micro;raw;residual;shoulder
618,23.568904,9,2.4GPa_decomp;5GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.335014,8,3,0,bump;matched;micro;raw;shoulder
619,23.608418,12,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa,0.665881,13,8,0,bump;matched;micro;raw;residual;shoulder
620,23.651548,5,1GPa;2.4GPa_decomp;6.2GPa;9.8GPa;12.8GPa,0.101009,6,2,0,bump;matched;micro;raw;residual;shoulder
621,23.671823,13,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa,0.00986671,9,5,0,bump;matched;micro;raw;residual;shoulder
622,23.706159,5,1.5GPa;2.3GPa;6.6GPa;7.4GPa;12.8GPa,0.00480025,4,2,0,matched;micro;raw;shoulder
623,23.735142,9,1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.878202,7,3,0,matched;micro;raw;shoulder
624,23.764485,10,0.7GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa,0.556657,11,2,0,matched;micro;raw;shoulder
625,23.798081,4,3.9GPa;6.2GPa;6.6GPa;8.5GPa,0.00249485,1,3,0,matched;raw;shoulder
