peak_group,group_two_theta,frame_count,frame_coverage_fraction,longest_consecutive_run,median_position,position_mad_deg,pressure_position_slope_deg_per_gpa,max_roi_area,mean_confidence_tier,tier_a_count,tier_b_count,tier_c_count,source_methods,matched_filter_scales,frames_present
360,14.607573,7,0.411765,3,14.6056,0,-0.000290373,0.0544624,2.625,5,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1GPa;1.3GPa;2.3GPa;5GPa;8.5GPa;9.8GPa;10.4GPa
361,14.645699,4,0.235294,1,14.6416,0.00437168,0.000241315,0.0410353,2.8,4,1,0,bump;matched;micro;raw;residual;shoulder,2;5;8,0.7GPa;2.3GPa;3.9GPa;12.8GPa
362,14.684595,2,0.117647,1,14.6696,0.000787493,-0.00139613,0.020893,2,0,3,0,matched;micro;raw;shoulder,2,1.5GPa;6.6GPa
363,14.704957,4,0.235294,1,14.7005,0.00279669,-0.00107128,0.0142723,2.6,3,2,0,bump;matched;micro;raw;residual;shoulder,3;5;8,1.3GPa;3.9GPa;10.4GPa;15.6GPa
364,14.746793,6,0.352941,2,14.7479,0.00585041,-0.00108321,0.0108163,3,6,0,0,matched;micro;raw;shoulder,2;3;5;8,0.7GPa;1GPa;3.9GPa;5GPa;10.4GPa;13.3GPa
365,14.767833,3,0.176471,1,14.7658,0.00202916,-0.000308012,0.0238154,3,4,0,0,bump;matched;micro;raw;residual;shoulder,5;8,1GPa;5GPa;13.3GPa
366,14.811073,6,0.352941,2,14.8105,0.00701169,0.000649842,0.0293196,2.66667,4,2,0,bump;matched;micro;raw;residual;shoulder,2;5,1GPa;1.3GPa;6.2GPa;10.4GPa;13.3GPa;15.6GPa
367,14.856921,5,0.294118,2,14.8519,0.00669423,0.000170729,0.0171848,2.6,3,2,0,bump;matched;micro;raw;shoulder,2;3;5,0.7GPa;1GPa;1.5GPa;7.4GPa;15.6GPa
368,14.874469,6,0.352941,2,14.88,0.00553705,0.000833722,0.0106059,2.57143,4,3,0,matched;micro;raw;residual;shoulder,5;8,1.3GPa;1.5GPa;3.9GPa;7.4GPa;10.4GPa;13.3GPa
369,14.907328,3,0.176471,2,14.908,0.00195286,0.00376838,0.0052135,2.66667,2,1,0,bump;matched;micro;raw;residual;shoulder,2;3,8.5GPa;10.4GPa;12.8GPa
370,14.953430,4,0.235294,1,14.9535,0.00961944,0.000316957,0.00810056,2.75,6,2,0,bump;matched;micro;raw;shoulder,2;3;5,2.3GPa;9.8GPa;12.8GPa;15.6GPa
371,14.992362,2,0.117647,1,14.9852,0,-0.00134029,0.0059404,2.66667,2,1,0,bump;matched;micro;raw;residual;shoulder,5;8,3.9GPa;9.8GPa
372,15.021803,4,0.235294,2,15.0202,0.0034316,-0.000356689,0.00522294,2.5,3,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,0.7GPa;1GPa;1.5GPa;10.4GPa
373,15.058301,6,0.352941,4,15.0484,0,0.00138363,0.0068944,2.57143,4,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa
374,15.089471,3,0.176471,1,15.08,0.00373677,-0.000923428,0.00913377,3,5,0,0,bump;matched;micro;raw;residual;shoulder,3;5;8,2.4GPa_decomp;5GPa;15.6GPa
375,15.128994,8,0.470588,4,15.1184,0.00670242,0.000421681,0.0102625,2.54545,6,5,0,bump;matched;micro;raw;residual;shoulder,2;3;8,2.3GPa;2.4GPa_decomp;6.2GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;15.6GPa
376,15.144074,3,0.176471,2,15.1464,0.00311824,-0.00166576,0.00968715,2.66667,2,1,0,bump;matched;micro;raw;residual;shoulder,2;5,0.7GPa;1GPa;6.2GPa
377,15.182746,4,0.235294,2,15.1966,0.0099328,0.000362392,0.00476379,2.625,5,3,0,bump;matched;micro;raw;residual;shoulder,5;8,1GPa;7.4GPa;8.5GPa;10.4GPa
378,15.224341,8,0.470588,3,15.2382,0.00638906,-0.000303507,0.00173011,2.54545,6,5,0,bump;matched;micro;raw;residual;shoulder,2;3;8,0.7GPa;1.3GPa;1.5GPa;2.3GPa;7.4GPa;8.5GPa;13.3GPa;15.6GPa
379,15.260242,1,0.0588235,1,15.2619,0.00790773,,0.00391698,3,2,0,0,matched;micro;raw,3;5,8.5GPa
380,15.310089,8,0.470588,3,15.3015,0.00829739,-0.000566229,0.00447543,2.4,4,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;2.3GPa;3.9GPa;9.8GPa;12.8GPa;13.3GPa;15.6GPa
381,15.334081,5,0.294118,1,15.3331,0,-0.00054973,0.00351688,2.5,3,3,0,matched;micro;raw;residual;shoulder,2;3;5;8,1GPa;5GPa;9.8GPa;12.8GPa;15.6GPa
382,15.374653,4,0.235294,2,15.3805,0.00428361,0.000732255,0.00338885,2.6,3,2,0,bump;matched;micro;raw;residual;shoulder,3;5,0.7GPa;1GPa;2.3GPa;15.6GPa
383,15.415373,9,0.529412,5,15.4122,0.00701169,2.95449e-05,0.0015437,2.66667,8,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;7.4GPa;10.4GPa;15.6GPa
384,15.450470,4,0.235294,1,15.4549,0.0111386,0.00106866,0.00174557,2.4,2,3,0,matched;micro;raw;shoulder,2;3,2.3GPa;3.9GPa;10.4GPa;13.3GPa
385,15.505252,5,0.294118,2,15.4941,0.0111422,0.000311604,0.00168377,2.66667,4,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5,1.3GPa;5GPa;6.6GPa;13.3GPa;15.6GPa
386,15.554339,3,0.176471,1,15.5538,0.000703013,0.000898609,0.00201891,2.5,2,2,0,bump;matched;micro;raw;shoulder,3;5,2.3GPa;6.2GPa;10.4GPa
387,15.575398,3,0.176471,1,15.5812,0.00249511,-3.99513e-05,0.00542357,3,4,0,0,matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;6.2GPa;10.4GPa
388,15.620579,7,0.411765,2,15.6336,0.00365689,0.000758218,0.00662337,2.44444,4,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa;10.4GPa;15.6GPa
389,15.665225,9,0.529412,2,15.6652,7.27048e-05,0.000197102,0.0241072,2.33333,3,6,0,bump;matched;micro;raw;residual;shoulder,2;5;8,0.7GPa;1.5GPa;3.9GPa;5GPa;6.6GPa;7.4GPa;9.8GPa;13.3GPa;15.6GPa
390,15.718030,7,0.411765,3,15.7127,0.0087198,-0.000502577,0.153472,2.54545,6,5,0,matched;micro;raw;residual;shoulder,3;5,0.7GPa;1.3GPa;3.9GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa
391,15.744307,5,0.294118,2,15.7443,0,2.36311e-05,0.153972,2.8,4,1,0,bump;matched;micro;raw;residual;shoulder,2;5,2.3GPa;5GPa;6.6GPa;8.5GPa;9.8GPa
392,15.794869,4,0.235294,1,15.7916,0.000120328,-0.00089784,0.071552,2.5,2,2,0,matched;micro;raw;shoulder,2;3;5,1.3GPa;6.2GPa;10.4GPa;15.6GPa
393,15.819612,5,0.294118,3,15.8392,0.00840644,-0.00180807,0.0331251,2.4,2,3,0,bump;matched;micro;raw;shoulder,3,0.7GPa;1GPa;8.5GPa;9.8GPa;10.4GPa
394,15.855656,5,0.294118,2,15.8616,0.00661435,0.00121677,0.00392286,2.2,1,4,0,bump;matched;micro;raw;residual;shoulder,2;5,1.5GPa;3.9GPa;6.6GPa;7.4GPa;10.4GPa
395,15.902410,4,0.235294,1,15.8945,0.00790773,0.00154212,0.00657076,2,0,4,0,bump;matched;micro;raw;shoulder,2,1GPa;1.5GPa;8.5GPa;13.3GPa
396,15.934987,7,0.411765,4,15.9329,0.0137464,0.000141741,0.00743892,2.5,4,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.3GPa;1.5GPa;5GPa;12.8GPa;15.6GPa
397,15.974314,7,0.411765,2,15.9738,0.00790773,0.000738911,0.00645447,2.625,5,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;2.3GPa;2.4GPa_decomp;6.2GPa;6.6GPa;10.4GPa;13.3GPa
398,16.015792,3,0.176471,3,16.0132,0.00271681,0.0037078,0.00442415,2.33333,1,2,0,bump;matched;micro;raw;shoulder,2,1.3GPa;1.5GPa;2.3GPa
399,16.051976,8,0.470588,2,16.0514,0.00834142,0.00029338,0.00486834,2.5,5,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;2.3GPa;3.9GPa;7.4GPa;8.5GPa;10.4GPa;15.6GPa
400,16.090863,4,0.235294,3,16.0922,0.00388986,0.000702171,0.00464656,2.66667,4,2,0,bump;matched;micro;raw;residual;shoulder,5;8,1.5GPa;8.5GPa;9.8GPa;10.4GPa
401,16.129739,7,0.411765,2,16.1397,0.00120172,0.000382108,0.00360651,2.375,3,5,0,bump;matched;micro;raw;shoulder,2;3;5,1GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;12.8GPa;13.3GPa
402,16.163127,4,0.235294,1,16.1634,0.00790773,-0.000114577,0.00382461,2.5,3,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,1GPa;1.5GPa;3.9GPa;12.8GPa
403,16.195521,4,0.235294,2,16.2029,0.00925846,0.00139055,0.00709482,2.8,4,1,0,matched;micro;raw;residual;shoulder,2;3;5;8,1.5GPa;2.3GPa;5GPa;15.6GPa
404,16.224914,4,0.235294,1,16.2262,0,0.000309317,0.00913409,2.5,2,2,0,bump;matched;micro;raw;residual;shoulder,2;5,0.7GPa;1.5GPa;10.4GPa;13.3GPa
405,16.272369,6,0.352941,3,16.282,0.000148998,0.000726433,0.00937616,2.5,3,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.2GPa;15.6GPa
406,16.308298,6,0.352941,3,16.3174,0.00955083,-0.00112537,0.00744778,2.16667,1,5,0,bump;matched;micro;raw;residual;shoulder,2;5,6.2GPa;6.6GPa;7.4GPa;9.8GPa;13.3GPa;15.6GPa
407,16.339968,5,0.294118,2,16.3453,0,-0.000838754,0.00459145,2.2,1,4,0,matched;micro;raw;shoulder,2,1.5GPa;5GPa;6.2GPa;9.8GPa;15.6GPa
408,16.380408,3,0.176471,2,16.3805,0.00356882,0.00166201,0.00211919,2.33333,1,2,0,bump;matched;micro;raw;residual;shoulder,3;8,1GPa;6.2GPa;6.6GPa
409,16.420397,6,0.352941,2,16.4156,0.00701169,0.000407059,0.00317743,2.5,4,4,0,bump;matched;micro;raw;residual;shoulder,2;3;8,1.5GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa;13.3GPa
410,16.450294,4,0.235294,1,16.4506,0.0104238,0.00137338,0.00290089,2.6,3,2,0,bump;matched;micro;raw;residual;shoulder,2;3;8,0.7GPa;2.3GPa;10.4GPa;15.6GPa
411,16.494941,4,0.235294,1,16.4901,0.00790773,0.00132259,0.00328471,2.66667,4,2,0,bump;matched;micro;raw;residual;shoulder,5;8,5GPa;7.4GPa;10.4GPa;13.3GPa
412,16.534735,4,0.235294,1,16.5277,0.00701169,0.00120627,0.00410952,2.5,2,2,0,matched;micro;raw;residual;shoulder,3,0.7GPa;1.3GPa;6.2GPa;13.3GPa
413,16.558998,4,0.235294,3,16.5568,0.00701169,-0.000456902,0.00554762,2.5,3,3,0,bump;matched;micro;raw;shoulder,2;3;5;8,6.2GPa;12.8GPa;13.3GPa;15.6GPa
414,16.598284,5,0.294118,2,16.5825,0,0.000295782,0.00404592,2.33333,2,4,0,bump;matched;micro;raw;residual;shoulder,5,1GPa;1.5GPa;2.3GPa;7.4GPa;12.8GPa
415,16.618267,5,0.294118,2,16.6189,0.00473419,0.000344427,0.00480483,2.57143,4,3,0,bump;matched;micro;raw;shoulder,2;3;5,0.7GPa;2.3GPa;2.4GPa_decomp;7.4GPa;8.5GPa
416,16.649218,6,0.352941,2,16.661,0.000642083,-0.0003569,0.00357578,2.5,3,3,0,bump;matched;micro;raw;residual;shoulder,2;8,1GPa;1.3GPa;2.3GPa;3.9GPa;8.5GPa;10.4GPa
417,16.692989,4,0.235294,2,16.689,0.00422627,0.000185007,0.00288407,2.8,4,1,0,bump;matched;micro;raw;residual;shoulder,2;8,0.7GPa;1GPa;5GPa;9.8GPa
418,16.722747,6,0.352941,2,16.717,0.00781045,-0.000507743,0.00244789,3,7,0,0,bump;matched;micro;raw;residual;shoulder,2;3;5,1GPa;1.5GPa;3.9GPa;10.4GPa;12.8GPa;15.6GPa
419,16.744461,7,0.411765,3,16.7407,0,-0.00010143,0.00266813,2.55556,5,4,0,matched;micro;raw;residual;shoulder,2;3;8,1GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;12.8GPa;15.6GPa
420,16.779132,5,0.294118,1,16.7881,0.0130679,-0.00160783,0.00248238,2.4,2,3,0,matched;micro;raw;shoulder,2;3,0.7GPa;1.3GPa;2.3GPa;7.4GPa;15.6GPa
421,16.835319,4,0.235294,1,16.8324,0.0108575,0.000285895,0.000438381,2.66667,4,2,0,matched;micro;raw;shoulder,5;8,1.3GPa;2.3GPa;6.6GPa;10.4GPa
422,16.853276,7,0.411765,4,16.8672,0.00410747,-0.000876067,0.000519313,2.375,3,5,0,matched;micro;raw;shoulder,2;3;5,0.7GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa
423,16.883130,4,0.235294,2,16.8842,0.00115769,0.000973514,0.000689887,2.25,1,3,0,matched;raw;residual;shoulder,2;3,2.3GPa;6.2GPa;13.3GPa;15.6GPa
424,16.920515,7,0.411765,3,16.9274,0.0030609,-0.00055545,0.000610428,2.22222,2,7,0,matched;micro;raw;shoulder,2;3;8,1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.6GPa;9.8GPa
425,16.964495,4,0.235294,2,16.9779,0.0055862,-0.0027745,0.0016565,2.8,4,1,0,bump;matched;micro;raw;residual;shoulder,3;5,1.3GPa;1.5GPa;3.9GPa;10.4GPa
426,17.006472,8,0.470588,3,17.0035,0.0080127,0.000711654,0.00267667,2.8,8,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;13.3GPa;15.6GPa
427,17.048059,6,0.352941,2,17.057,0.0106491,0.00181877,0.00306128,2.42857,3,4,0,bump;matched;micro;raw;residual;shoulder,3;5;8,0.7GPa;1GPa;5GPa;7.4GPa;9.8GPa;10.4GPa
428,17.094195,5,0.294118,2,17.0886,0.00706494,-0.00139306,0.00188713,2.6,3,2,0,bump;matched;micro;raw;residual;shoulder,2;5,1.5GPa;2.3GPa;5GPa;6.6GPa;7.4GPa
429,17.108903,3,0.176471,2,17.1123,0.00790773,0.00138004,0.00193762,2.5,2,2,0,bump;matched;micro;raw;residual;shoulder,3;5,1.5GPa;7.4GPa;8.5GPa
430,17.136900,4,0.235294,2,17.1518,0.000103432,-0.000704302,0.00115632,2.4,2,3,0,bump;matched;micro;raw;shoulder,2,2.3GPa;9.8GPa;13.3GPa;15.6GPa
431,17.181892,10,0.588235,7,17.1835,0.0103358,-0.000393759,0.00225573,2.63636,7,4,0,bump;matched;micro;raw;residual;shoulder,3;5;8,1.3GPa;2.3GPa;3.9GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa
432,17.221147,8,0.470588,3,17.2219,0.00790773,0.000602712,0.00183914,2.5,5,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.3GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;13.3GPa
433,17.266105,9,0.529412,4,17.264,0.0140234,0.000618663,0.00223702,2.45455,5,6,0,bump;matched;micro;raw;residual;shoulder,3;5,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;9.8GPa;12.8GPa;13.3GPa;15.6GPa
434,17.309352,6,0.352941,3,17.306,0.0118145,0.000592086,0.0116162,2.42857,3,4,0,bump;matched;micro;raw;shoulder,2;5;8,1GPa;1.3GPa;3.9GPa;12.8GPa;13.3GPa;15.6GPa
435,17.325843,1,0.0588235,1,17.3258,0,,0.0160239,3,1,0,0,residual,,3.9GPa
436,17.356977,3,0.176471,1,17.3481,0,-0.000167422,0.0197696,3,3,0,0,bump;matched;micro;raw;residual;shoulder,3;5,0.7GPa;5GPa;15.6GPa
437,17.379604,2,0.117647,1,17.3832,0.00701169,0.00237684,0.024651,2.5,1,1,0,matched;micro;raw;shoulder,2,0.7GPa;6.6GPa
438,17.420556,4,0.235294,2,17.4125,0.00827281,0.000789354,0.0285546,2.5,2,2,0,bump;matched;micro;raw;residual;shoulder,2;5,1.3GPa;6.2GPa;10.4GPa;12.8GPa
439,17.449111,2,0.117647,1,17.4445,0.00790773,-0.00150623,0.0217049,3,2,0,0,bump;micro;shoulder,,2.3GPa;12.8GPa
440,17.473536,9,0.529412,4,17.484,0.00433276,0.000178941,0.0190939,2.9,9,1,0,bump;matched;micro;raw;residual;shoulder,3;5;8,0.7GPa;1GPa;1.3GPa;2.3GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa
441,17.503778,8,0.470588,2,17.4998,0,0.000350487,0.0138695,2.77778,7,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1GPa;1.5GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa
442,17.534510,3,0.176471,2,17.5379,0.00648993,0.0031853,0.00467595,2.75,3,1,0,bump;matched;micro;raw;shoulder,2;5,9.8GPa;12.8GPa;13.3GPa
443,17.578905,3,0.176471,1,17.5789,0,0.000306501,0.000790622,2.33333,1,2,0,bump;matched;micro;raw,3,5GPa;9.8GPa;12.8GPa
444,17.613207,5,0.294118,3,17.6145,0.0040194,-0.000914392,0.00281537,2.8,4,1,0,bump;matched;micro;raw;residual;shoulder,2;5;8,0.7GPa;1.3GPa;9.8GPa;10.4GPa;12.8GPa
445,17.651632,4,0.235294,1,17.6424,0.00021761,0.000701453,0.00397988,2.25,1,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,0.7GPa;6.2GPa;12.8GPa;15.6GPa
446,17.678080,5,0.294118,1,17.6847,0.0140234,5.70202e-05,0.00384456,2.28571,2,5,0,matched;micro;raw;residual;shoulder,2;3;8,0.7GPa;1.3GPa;8.5GPa;10.4GPa;13.3GPa
447,17.736115,6,0.352941,2,17.737,0.00370604,-0.00239937,0.00203858,2.57143,4,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,0.7GPa;1.3GPa;1.5GPa;3.9GPa;6.6GPa;7.4GPa
448,17.768766,3,0.176471,1,17.7687,0.00012186,-0.00140306,0.00402661,2.33333,1,2,0,matched;micro;shoulder,2,0.7GPa;5GPa;12.8GPa
449,17.795127,8,0.470588,3,17.7845,0,-0.000752285,0.00513325,2.81818,9,2,0,bump;matched;micro;raw;residual;shoulder,2;5;8,1GPa;2.3GPa;2.4GPa_decomp;5GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa
450,17.820944,7,0.411765,2,17.8284,0.0105001,0.000902088,0.00572984,2.625,5,3,0,matched;micro;raw;residual;shoulder,2;3;5;8,1GPa;2.3GPa;5GPa;6.2GPa;10.4GPa;13.3GPa;15.6GPa
451,17.878469,7,0.411765,3,17.867,0.0124228,0.000568849,0.00650938,2.55556,5,4,0,bump;matched;micro;raw;residual;shoulder,2;5;8,0.7GPa;1.5GPa;5GPa;6.2GPa;12.8GPa;13.3GPa;15.6GPa
452,17.918144,6,0.352941,2,17.917,0.00601989,-0.000888476,0.0073708,2.875,7,1,0,matched;micro;raw;shoulder,2;3;5,0.7GPa;1.3GPa;6.2GPa;7.4GPa;13.3GPa;15.6GPa
453,17.950069,6,0.352941,3,17.9426,0.00556778,-0.000471306,0.00713957,2.44444,4,5,0,bump;matched;micro;raw;residual;shoulder,2;5;8,2.3GPa;3.9GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa
454,17.985826,8,0.470588,3,17.9916,0.00790773,0.000281445,0.00726238,2.3,3,7,0,bump;matched;micro;raw;residual;shoulder,2;3;8,0.7GPa;1GPa;1.5GPa;5GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa
455,18.038674,7,0.411765,2,18.0493,0.00408904,-0.000822917,0.00453189,2.28571,2,5,0,matched;micro;raw;shoulder,2;3,1GPa;1.3GPa;2.3GPa;3.9GPa;10.4GPa;13.3GPa;15.6GPa
456,18.091791,7,0.411765,2,18.0961,0.00929071,0.000444669,0.000581572,2.5,4,4,0,bump;matched;micro;raw;shoulder,2;5,0.7GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;12.8GPa;15.6GPa
457,18.118190,2,0.117647,1,18.118,0.00138298,0.00145577,0.000346761,2,0,2,0,raw;shoulder,,8.5GPa;10.4GPa
458,18.150338,3,0.176471,1,18.1549,0.00701169,0.0010685,0.00042812,2.5,2,2,0,bump;matched;micro;raw;shoulder,2;5,0.7GPa;1.3GPa;3.9GPa
459,18.194416,9,0.529412,2,18.1926,0.0109261,0.000896664,0.00096376,2.6,6,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5,0.7GPa;1GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;10.4GPa;12.8GPa;15.6GPa
460,18.225177,6,0.352941,2,18.2224,0.00488934,0.000264467,0.00364483,2.625,5,3,0,bump;matched;micro;raw;residual;shoulder,3;8,1GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;13.3GPa
461,18.263288,7,0.411765,2,18.2593,0.00701169,-0.00167518,0.013073,2.625,5,3,0,bump;matched;micro;raw;residual;shoulder,2;5;8,0.7GPa;1.5GPa;5GPa;6.6GPa;9.8GPa;10.4GPa;13.3GPa
462,18.306453,5,0.294118,1,18.3064,0.00930761,0.000819079,0.0160067,2.4,2,3,0,bump;matched;micro;raw;residual;shoulder,2;5,1.3GPa;3.9GPa;6.2GPa;12.8GPa;15.6GPa
463,18.323915,6,0.352941,2,18.3438,0.010092,-0.000398389,0.0159657,2.42857,3,4,0,bump;matched;micro;raw;shoulder,2;3,1GPa;2.3GPa;5GPa;6.2GPa;7.4GPa;13.3GPa
464,18.374682,4,0.235294,3,18.3707,0.00106962,0.00168467,0.0147273,2.75,3,1,0,matched;micro;raw;residual;shoulder,2;5,2.3GPa;6.6GPa;7.4GPa;8.5GPa
465,18.401296,3,0.176471,1,18.4013,0.00144494,-0.00122171,0.0106552,2.33333,1,2,0,bump;matched;micro;raw;residual;shoulder,5,1.5GPa;8.5GPa;15.6GPa
466,18.440405,7,0.411765,5,18.4487,0.00682122,0.000327985,0.0103394,2.66667,6,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;9.8GPa;10.4GPa
467,18.469820,7,0.411765,3,18.4804,0.00361798,0.000417812,0.00985096,3,9,0,0,bump;matched;micro;raw;residual;shoulder,2;3;8,1GPa;1.5GPa;2.3GPa;2.4GPa_decomp;5GPa;9.8GPa;15.6GPa
468,18.500920,8,0.470588,4,18.5041,0.00790773,0.00161425,0.00717333,2.625,5,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa
469,18.538234,5,0.294118,2,18.5419,0.00701169,0.000323436,0.00379714,2.33333,2,4,0,bump;matched;micro;raw;residual;shoulder,2;8,2.3GPa;5GPa;6.6GPa;12.8GPa;13.3GPa
470,18.565381,4,0.235294,1,18.5753,0,4.78924e-05,0.00208497,2.2,1,4,0,bump;matched;micro;raw;residual;shoulder,2;3,0.7GPa;2.3GPa;6.2GPa;7.4GPa
471,18.601425,8,0.470588,4,18.5962,0.00509671,-7.16154e-05,0.00144268,2.375,3,5,0,bump;matched;micro;raw;shoulder,2;3;5,2.3GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa
472,18.624088,6,0.352941,2,18.6235,0.000756262,0.000590868,0.000844245,2.16667,1,5,0,bump;matched;micro;raw;residual;shoulder,2;8,1.3GPa;1.5GPa;6.2GPa;7.4GPa;8.5GPa;10.4GPa
473,18.663778,5,0.294118,2,18.6543,0.00207166,0.00080117,0.00866209,2.42857,3,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;7.4GPa;8.5GPa;10.4GPa;13.3GPa
474,18.691161,5,0.294118,2,18.686,0.00565584,-0.000601993,0.0232288,2.5,3,3,0,matched;micro;raw;shoulder,2;3;5,1GPa;5GPa;10.4GPa;13.3GPa;15.6GPa
475,18.733403,5,0.294118,2,18.7224,0.00478335,0.000722175,0.0299655,2.6,3,2,0,bump;matched;raw;shoulder,2,1GPa;1.3GPa;3.9GPa;12.8GPa;13.3GPa
476,18.749774,7,0.411765,3,18.7574,0.00730815,-0.000495979,0.031054,2.625,5,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,0.7GPa;1.3GPa;1.5GPa;2.3GPa;6.6GPa;10.4GPa;12.8GPa
477,18.779865,6,0.352941,2,18.7888,0.00790773,0.000374211,0.0285403,2.5,3,3,0,matched;micro;raw;shoulder,2,1.5GPa;2.3GPa;5GPa;9.8GPa;10.4GPa;15.6GPa
478,18.817388,6,0.352941,2,18.8206,0.0077613,0.000467,0.0270311,2.28571,2,5,0,bump;matched;micro;raw;residual;shoulder,3,1GPa;1.3GPa;5GPa;8.5GPa;10.4GPa;15.6GPa
479,18.850384,7,0.411765,3,18.8599,0.0026779,0.000288932,0.00909472,2.42857,3,4,0,bump;matched;micro;raw;shoulder,2;5,0.7GPa;5GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;15.6GPa
480,18.880227,6,0.352941,3,18.8758,0,9.18204e-05,0.0157974,2.71429,5,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,3.9GPa;5GPa;6.2GPa;9.8GPa;10.4GPa;15.6GPa
481,18.918048,9,0.529412,4,18.9232,0.00701169,-0.000408554,0.000916391,2.57143,8,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.3GPa;1.5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;13.3GPa
482,18.946395,10,0.588235,3,18.939,0,-0.000494772,0.000470656,2.58333,7,5,0,matched;micro;raw;residual;shoulder,2;3;5;8,0.7GPa;1GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa
483,18.989525,9,0.529412,3,18.9865,0.00236454,-0.00011452,0.000322074,2.57143,8,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,1.3GPa;1.5GPa;2.3GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;15.6GPa
484,19.030144,9,0.529412,5,19.0339,0.0158155,0.000167018,0.000570962,2.23077,3,10,0,bump;matched;micro;raw;residual;shoulder,3;5,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;9.8GPa;15.6GPa
485,19.074277,8,0.470588,3,19.0814,0.00563536,0.000523641,0.000602998,2.54545,6,5,0,matched;micro;raw;shoulder,3;8,0.7GPa;1GPa;1.3GPa;2.3GPa;3.9GPa;10.4GPa;13.3GPa;15.6GPa
486,19.102060,5,0.294118,1,19.101,0.00384327,0.000706115,0.00420567,2.6,3,2,0,matched;micro;raw;shoulder,3;5;8,0.7GPa;1.3GPa;2.3GPa;5GPa;6.6GPa
