peak_group,group_two_theta,frame_count,frames_present,max_roi_area,frame_coverage_fraction,tier_a_count,tier_b_count,tier_c_count,source_methods,matched_filter_scales,heatmap,matrix
375,15.128994,8,2.3GPa;2.4GPa_decomp;6.2GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;15.6GPa,0.0102625,0.470588,6,5,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_375_15.129deg_correlation.png,per_peak_matrices/peak_group_375_15.129deg_correlation.csv
376,15.144074,3,0.7GPa;1GPa;6.2GPa,0.00968715,0.176471,2,1,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_376_15.144deg_correlation.png,per_peak_matrices/peak_group_376_15.144deg_correlation.csv
377,15.182746,4,1GPa;7.4GPa;8.5GPa;10.4GPa,0.00476379,0.235294,5,3,0,bump;matched;micro;raw;residual;shoulder,5;8,per_peak_heatmaps/peak_group_377_15.183deg_correlation.png,per_peak_matrices/peak_group_377_15.183deg_correlation.csv
378,15.224341,8,0.7GPa;1.3GPa;1.5GPa;2.3GPa;7.4GPa;8.5GPa;13.3GPa;15.6GPa,0.00173011,0.470588,6,5,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_378_15.224deg_correlation.png,per_peak_matrices/peak_group_378_15.224deg_correlation.csv
379,15.260242,1,8.5GPa,0.00391698,0.0588235,2,0,0,matched;micro;raw,3;5,per_peak_heatmaps/peak_group_379_15.260deg_correlation.png,per_peak_matrices/peak_group_379_15.260deg_correlation.csv
380,15.310089,8,0.7GPa;1GPa;2.3GPa;3.9GPa;9.8GPa;12.8GPa;13.3GPa;15.6GPa,0.00447543,0.470588,4,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_380_15.310deg_correlation.png,per_peak_matrices/peak_group_380_15.310deg_correlation.csv
381,15.334081,5,1GPa;5GPa;9.8GPa;12.8GPa;15.6GPa,0.00351688,0.294118,3,3,0,matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_381_15.334deg_correlation.png,per_peak_matrices/peak_group_381_15.334deg_correlation.csv
382,15.374653,4,0.7GPa;1GPa;2.3GPa;15.6GPa,0.00338885,0.235294,3,2,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_382_15.375deg_correlation.png,per_peak_matrices/peak_group_382_15.375deg_correlation.csv
383,15.415373,9,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;7.4GPa;10.4GPa;15.6GPa,0.0015437,0.529412,8,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_383_15.415deg_correlation.png,per_peak_matrices/peak_group_383_15.415deg_correlation.csv
384,15.450470,4,2.3GPa;3.9GPa;10.4GPa;13.3GPa,0.00174557,0.235294,2,3,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_384_15.450deg_correlation.png,per_peak_matrices/peak_group_384_15.450deg_correlation.csv
385,15.505252,5,1.3GPa;5GPa;6.6GPa;13.3GPa;15.6GPa,0.00168377,0.294118,4,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_385_15.505deg_correlation.png,per_peak_matrices/peak_group_385_15.505deg_correlation.csv
386,15.554339,3,2.3GPa;6.2GPa;10.4GPa,0.00201891,0.176471,2,2,0,bump;matched;micro;raw;shoulder,3;5,per_peak_heatmaps/peak_group_386_15.554deg_correlation.png,per_peak_matrices/peak_group_386_15.554deg_correlation.csv
387,15.575398,3,0.7GPa;6.2GPa;10.4GPa,0.00542357,0.176471,4,0,0,matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_387_15.575deg_correlation.png,per_peak_matrices/peak_group_387_15.575deg_correlation.csv
388,15.620579,7,1GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa;10.4GPa;15.6GPa,0.00662337,0.411765,4,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_388_15.621deg_correlation.png,per_peak_matrices/peak_group_388_15.621deg_correlation.csv
389,15.665225,9,0.7GPa;1.5GPa;3.9GPa;5GPa;6.6GPa;7.4GPa;9.8GPa;13.3GPa;15.6GPa,0.0241072,0.529412,3,6,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_389_15.665deg_correlation.png,per_peak_matrices/peak_group_389_15.665deg_correlation.csv
390,15.718030,7,0.7GPa;1.3GPa;3.9GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa,0.153472,0.411765,6,5,0,matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_390_15.718deg_correlation.png,per_peak_matrices/peak_group_390_15.718deg_correlation.csv
391,15.744307,5,2.3GPa;5GPa;6.6GPa;8.5GPa;9.8GPa,0.153972,0.294118,4,1,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_391_15.744deg_correlation.png,per_peak_matrices/peak_group_391_15.744deg_correlation.csv
392,15.794869,4,1.3GPa;6.2GPa;10.4GPa;15.6GPa,0.071552,0.235294,2,2,0,matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_392_15.795deg_correlation.png,per_peak_matrices/peak_group_392_15.795deg_correlation.csv
393,15.819612,5,0.7GPa;1GPa;8.5GPa;9.8GPa;10.4GPa,0.0331251,0.294118,2,3,0,bump;matched;micro;raw;shoulder,3,per_peak_heatmaps/peak_group_393_15.820deg_correlation.png,per_peak_matrices/peak_group_393_15.820deg_correlation.csv
394,15.855656,5,1.5GPa;3.9GPa;6.6GPa;7.4GPa;10.4GPa,0.00392286,0.294118,1,4,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_394_15.856deg_correlation.png,per_peak_matrices/peak_group_394_15.856deg_correlation.csv
395,15.902410,4,1GPa;1.5GPa;8.5GPa;13.3GPa,0.00657076,0.235294,0,4,0,bump;matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_395_15.902deg_correlation.png,per_peak_matrices/peak_group_395_15.902deg_correlation.csv
396,15.934987,7,0.7GPa;1GPa;1.3GPa;1.5GPa;5GPa;12.8GPa;15.6GPa,0.00743892,0.411765,4,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_396_15.935deg_correlation.png,per_peak_matrices/peak_group_396_15.935deg_correlation.csv
397,15.974314,7,0.7GPa;2.3GPa;2.4GPa_decomp;6.2GPa;6.6GPa;10.4GPa;13.3GPa,0.00645447,0.411765,5,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_397_15.974deg_correlation.png,per_peak_matrices/peak_group_397_15.974deg_correlation.csv
398,16.015792,3,1.3GPa;1.5GPa;2.3GPa,0.00442415,0.176471,1,2,0,bump;matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_398_16.016deg_correlation.png,per_peak_matrices/peak_group_398_16.016deg_correlation.csv
399,16.051976,8,0.7GPa;1GPa;2.3GPa;3.9GPa;7.4GPa;8.5GPa;10.4GPa;15.6GPa,0.00486834,0.470588,5,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_399_16.052deg_correlation.png,per_peak_matrices/peak_group_399_16.052deg_correlation.csv
400,16.090863,4,1.5GPa;8.5GPa;9.8GPa;10.4GPa,0.00464656,0.235294,4,2,0,bump;matched;micro;raw;residual;shoulder,5;8,per_peak_heatmaps/peak_group_400_16.091deg_correlation.png,per_peak_matrices/peak_group_400_16.091deg_correlation.csv
401,16.129739,7,1GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;12.8GPa;13.3GPa,0.00360651,0.411765,3,5,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_401_16.130deg_correlation.png,per_peak_matrices/peak_group_401_16.130deg_correlation.csv
402,16.163127,4,1GPa;1.5GPa;3.9GPa;12.8GPa,0.00382461,0.235294,3,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_402_16.163deg_correlation.png,per_peak_matrices/peak_group_402_16.163deg_correlation.csv
403,16.195521,4,1.5GPa;2.3GPa;5GPa;15.6GPa,0.00709482,0.235294,4,1,0,matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_403_16.196deg_correlation.png,per_peak_matrices/peak_group_403_16.196deg_correlation.csv
404,16.224914,4,0.7GPa;1.5GPa;10.4GPa;13.3GPa,0.00913409,0.235294,2,2,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_404_16.225deg_correlation.png,per_peak_matrices/peak_group_404_16.225deg_correlation.csv
405,16.272369,6,1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.2GPa;15.6GPa,0.00937616,0.352941,3,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_405_16.272deg_correlation.png,per_peak_matrices/peak_group_405_16.272deg_correlation.csv
406,16.308298,6,6.2GPa;6.6GPa;7.4GPa;9.8GPa;13.3GPa;15.6GPa,0.00744778,0.352941,1,5,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_406_16.308deg_correlation.png,per_peak_matrices/peak_group_406_16.308deg_correlation.csv
407,16.339968,5,1.5GPa;5GPa;6.2GPa;9.8GPa;15.6GPa,0.00459145,0.294118,1,4,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_407_16.340deg_correlation.png,per_peak_matrices/peak_group_407_16.340deg_correlation.csv
408,16.380408,3,1GPa;6.2GPa;6.6GPa,0.00211919,0.176471,1,2,0,bump;matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_408_16.380deg_correlation.png,per_peak_matrices/peak_group_408_16.380deg_correlation.csv
409,16.420397,6,1.5GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa;13.3GPa,0.00317743,0.352941,4,4,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_409_16.420deg_correlation.png,per_peak_matrices/peak_group_409_16.420deg_correlation.csv
410,16.450294,4,0.7GPa;2.3GPa;10.4GPa;15.6GPa,0.00290089,0.235294,3,2,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_410_16.450deg_correlation.png,per_peak_matrices/peak_group_410_16.450deg_correlation.csv
411,16.494941,4,5GPa;7.4GPa;10.4GPa;13.3GPa,0.00328471,0.235294,4,2,0,bump;matched;micro;raw;residual;shoulder,5;8,per_peak_heatmaps/peak_group_411_16.495deg_correlation.png,per_peak_matrices/peak_group_411_16.495deg_correlation.csv
412,16.534735,4,0.7GPa;1.3GPa;6.2GPa;13.3GPa,0.00410952,0.235294,2,2,0,matched;micro;raw;residual;shoulder,3,per_peak_heatmaps/peak_group_412_16.535deg_correlation.png,per_peak_matrices/peak_group_412_16.535deg_correlation.csv
413,16.558998,4,6.2GPa;12.8GPa;13.3GPa;15.6GPa,0.00554762,0.235294,3,3,0,bump;matched;micro;raw;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_413_16.559deg_correlation.png,per_peak_matrices/peak_group_413_16.559deg_correlation.csv
414,16.598284,5,1GPa;1.5GPa;2.3GPa;7.4GPa;12.8GPa,0.00404592,0.294118,2,4,0,bump;matched;micro;raw;residual;shoulder,5,per_peak_heatmaps/peak_group_414_16.598deg_correlation.png,per_peak_matrices/peak_group_414_16.598deg_correlation.csv
415,16.618267,5,0.7GPa;2.3GPa;2.4GPa_decomp;7.4GPa;8.5GPa,0.00480483,0.294118,4,3,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_415_16.618deg_correlation.png,per_peak_matrices/peak_group_415_16.618deg_correlation.csv
416,16.649218,6,1GPa;1.3GPa;2.3GPa;3.9GPa;8.5GPa;10.4GPa,0.00357578,0.352941,3,3,0,bump;matched;micro;raw;residual;shoulder,2;8,per_peak_heatmaps/peak_group_416_16.649deg_correlation.png,per_peak_matrices/peak_group_416_16.649deg_correlation.csv
417,16.692989,4,0.7GPa;1GPa;5GPa;9.8GPa,0.00288407,0.235294,4,1,0,bump;matched;micro;raw;residual;shoulder,2;8,per_peak_heatmaps/peak_group_417_16.693deg_correlation.png,per_peak_matrices/peak_group_417_16.693deg_correlation.csv
418,16.722747,6,1GPa;1.5GPa;3.9GPa;10.4GPa;12.8GPa;15.6GPa,0.00244789,0.352941,7,0,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_418_16.723deg_correlation.png,per_peak_matrices/peak_group_418_16.723deg_correlation.csv
419,16.744461,7,1GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;12.8GPa;15.6GPa,0.00266813,0.411765,5,4,0,matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_419_16.744deg_correlation.png,per_peak_matrices/peak_group_419_16.744deg_correlation.csv
420,16.779132,5,0.7GPa;1.3GPa;2.3GPa;7.4GPa;15.6GPa,0.00248238,0.294118,2,3,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_420_16.779deg_correlation.png,per_peak_matrices/peak_group_420_16.779deg_correlation.csv
421,16.835319,4,1.3GPa;2.3GPa;6.6GPa;10.4GPa,0.000438381,0.235294,4,2,0,matched;micro;raw;shoulder,5;8,per_peak_heatmaps/peak_group_421_16.835deg_correlation.png,per_peak_matrices/peak_group_421_16.835deg_correlation.csv
422,16.853276,7,0.7GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa,0.000519313,0.411765,3,5,0,matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_422_16.853deg_correlation.png,per_peak_matrices/peak_group_422_16.853deg_correlation.csv
423,16.883130,4,2.3GPa;6.2GPa;13.3GPa;15.6GPa,0.000689887,0.235294,1,3,0,matched;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_423_16.883deg_correlation.png,per_peak_matrices/peak_group_423_16.883deg_correlation.csv
424,16.920515,7,1GPa;1.3GPa;2.3GPa;2.4GPa_decomp;3.9GPa;6.6GPa;9.8GPa,0.000610428,0.411765,2,7,0,matched;micro;raw;shoulder,2;3;8,per_peak_heatmaps/peak_group_424_16.921deg_correlation.png,per_peak_matrices/peak_group_424_16.921deg_correlation.csv
425,16.964495,4,1.3GPa;1.5GPa;3.9GPa;10.4GPa,0.0016565,0.235294,4,1,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_425_16.964deg_correlation.png,per_peak_matrices/peak_group_425_16.964deg_correlation.csv
426,17.006472,8,0.7GPa;1.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;13.3GPa;15.6GPa,0.00267667,0.470588,8,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_426_17.006deg_correlation.png,per_peak_matrices/peak_group_426_17.006deg_correlation.csv
427,17.048059,6,0.7GPa;1GPa;5GPa;7.4GPa;9.8GPa;10.4GPa,0.00306128,0.352941,3,4,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_427_17.048deg_correlation.png,per_peak_matrices/peak_group_427_17.048deg_correlation.csv
428,17.094195,5,1.5GPa;2.3GPa;5GPa;6.6GPa;7.4GPa,0.00188713,0.294118,3,2,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_428_17.094deg_correlation.png,per_peak_matrices/peak_group_428_17.094deg_correlation.csv
429,17.108903,3,1.5GPa;7.4GPa;8.5GPa,0.00193762,0.176471,2,2,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_429_17.109deg_correlation.png,per_peak_matrices/peak_group_429_17.109deg_correlation.csv
430,17.136900,4,2.3GPa;9.8GPa;13.3GPa;15.6GPa,0.00115632,0.235294,2,3,0,bump;matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_430_17.137deg_correlation.png,per_peak_matrices/peak_group_430_17.137deg_correlation.csv
431,17.181892,10,1.3GPa;2.3GPa;3.9GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.00225573,0.588235,7,4,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_431_17.182deg_correlation.png,per_peak_matrices/peak_group_431_17.182deg_correlation.csv
432,17.221147,8,0.7GPa;1GPa;1.3GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;13.3GPa,0.00183914,0.470588,5,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_432_17.221deg_correlation.png,per_peak_matrices/peak_group_432_17.221deg_correlation.csv
433,17.266105,9,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;9.8GPa;12.8GPa;13.3GPa;15.6GPa,0.00223702,0.529412,5,6,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_433_17.266deg_correlation.png,per_peak_matrices/peak_group_433_17.266deg_correlation.csv
434,17.309352,6,1GPa;1.3GPa;3.9GPa;12.8GPa;13.3GPa;15.6GPa,0.0116162,0.352941,3,4,0,bump;matched;micro;raw;shoulder,2;5;8,per_peak_heatmaps/peak_group_434_17.309deg_correlation.png,per_peak_matrices/peak_group_434_17.309deg_correlation.csv
435,17.325843,1,3.9GPa,0.0160239,0.0588235,1,0,0,residual,,per_peak_heatmaps/peak_group_435_17.326deg_correlation.png,per_peak_matrices/peak_group_435_17.326deg_correlation.csv
436,17.356977,3,0.7GPa;5GPa;15.6GPa,0.0197696,0.176471,3,0,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_436_17.357deg_correlation.png,per_peak_matrices/peak_group_436_17.357deg_correlation.csv
437,17.379604,2,0.7GPa;6.6GPa,0.024651,0.117647,1,1,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_437_17.380deg_correlation.png,per_peak_matrices/peak_group_437_17.380deg_correlation.csv
438,17.420556,4,1.3GPa;6.2GPa;10.4GPa;12.8GPa,0.0285546,0.235294,2,2,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_438_17.421deg_correlation.png,per_peak_matrices/peak_group_438_17.421deg_correlation.csv
439,17.449111,2,2.3GPa;12.8GPa,0.0217049,0.117647,2,0,0,bump;micro;shoulder,,per_peak_heatmaps/peak_group_439_17.449deg_correlation.png,per_peak_matrices/peak_group_439_17.449deg_correlation.csv
440,17.473536,9,0.7GPa;1GPa;1.3GPa;2.3GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa,0.0190939,0.529412,9,1,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_440_17.474deg_correlation.png,per_peak_matrices/peak_group_440_17.474deg_correlation.csv
441,17.503778,8,1GPa;1.5GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.0138695,0.470588,7,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_441_17.504deg_correlation.png,per_peak_matrices/peak_group_441_17.504deg_correlation.csv
442,17.534510,3,9.8GPa;12.8GPa;13.3GPa,0.00467595,0.176471,3,1,0,bump;matched;micro;raw;shoulder,2;5,per_peak_heatmaps/peak_group_442_17.535deg_correlation.png,per_peak_matrices/peak_group_442_17.535deg_correlation.csv
443,17.578905,3,5GPa;9.8GPa;12.8GPa,0.000790622,0.176471,1,2,0,bump;matched;micro;raw,3,per_peak_heatmaps/peak_group_443_17.579deg_correlation.png,per_peak_matrices/peak_group_443_17.579deg_correlation.csv
444,17.613207,5,0.7GPa;1.3GPa;9.8GPa;10.4GPa;12.8GPa,0.00281537,0.294118,4,1,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_444_17.613deg_correlation.png,per_peak_matrices/peak_group_444_17.613deg_correlation.csv
445,17.651632,4,0.7GPa;6.2GPa;12.8GPa;15.6GPa,0.00397988,0.235294,1,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_445_17.652deg_correlation.png,per_peak_matrices/peak_group_445_17.652deg_correlation.csv
446,17.678080,5,0.7GPa;1.3GPa;8.5GPa;10.4GPa;13.3GPa,0.00384456,0.294118,2,5,0,matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_446_17.678deg_correlation.png,per_peak_matrices/peak_group_446_17.678deg_correlation.csv
447,17.736115,6,0.7GPa;1.3GPa;1.5GPa;3.9GPa;6.6GPa;7.4GPa,0.00203858,0.352941,4,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_447_17.736deg_correlation.png,per_peak_matrices/peak_group_447_17.736deg_correlation.csv
448,17.768766,3,0.7GPa;5GPa;12.8GPa,0.00402661,0.176471,1,2,0,matched;micro;shoulder,2,per_peak_heatmaps/peak_group_448_17.769deg_correlation.png,per_peak_matrices/peak_group_448_17.769deg_correlation.csv
449,17.795127,8,1GPa;2.3GPa;2.4GPa_decomp;5GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa,0.00513325,0.470588,9,2,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_449_17.795deg_correlation.png,per_peak_matrices/peak_group_449_17.795deg_correlation.csv
450,17.820944,7,1GPa;2.3GPa;5GPa;6.2GPa;10.4GPa;13.3GPa;15.6GPa,0.00572984,0.411765,5,3,0,matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_450_17.821deg_correlation.png,per_peak_matrices/peak_group_450_17.821deg_correlation.csv
451,17.878469,7,0.7GPa;1.5GPa;5GPa;6.2GPa;12.8GPa;13.3GPa;15.6GPa,0.00650938,0.411765,5,4,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_451_17.878deg_correlation.png,per_peak_matrices/peak_group_451_17.878deg_correlation.csv
452,17.918144,6,0.7GPa;1.3GPa;6.2GPa;7.4GPa;13.3GPa;15.6GPa,0.0073708,0.352941,7,1,0,matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_452_17.918deg_correlation.png,per_peak_matrices/peak_group_452_17.918deg_correlation.csv
453,17.950069,6,2.3GPa;3.9GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa,0.00713957,0.352941,4,5,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_453_17.950deg_correlation.png,per_peak_matrices/peak_group_453_17.950deg_correlation.csv
454,17.985826,8,0.7GPa;1GPa;1.5GPa;5GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa,0.00726238,0.470588,3,7,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_454_17.986deg_correlation.png,per_peak_matrices/peak_group_454_17.986deg_correlation.csv
455,18.038674,7,1GPa;1.3GPa;2.3GPa;3.9GPa;10.4GPa;13.3GPa;15.6GPa,0.00453189,0.411765,2,5,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_455_18.039deg_correlation.png,per_peak_matrices/peak_group_455_18.039deg_correlation.csv
456,18.091791,7,0.7GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;12.8GPa;15.6GPa,0.000581572,0.411765,4,4,0,bump;matched;micro;raw;shoulder,2;5,per_peak_heatmaps/peak_group_456_18.092deg_correlation.png,per_peak_matrices/peak_group_456_18.092deg_correlation.csv
457,18.118190,2,8.5GPa;10.4GPa,0.000346761,0.117647,0,2,0,raw;shoulder,,per_peak_heatmaps/peak_group_457_18.118deg_correlation.png,per_peak_matrices/peak_group_457_18.118deg_correlation.csv
458,18.150338,3,0.7GPa;1.3GPa;3.9GPa,0.00042812,0.176471,2,2,0,bump;matched;micro;raw;shoulder,2;5,per_peak_heatmaps/peak_group_458_18.150deg_correlation.png,per_peak_matrices/peak_group_458_18.150deg_correlation.csv
459,18.194416,9,0.7GPa;1GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;10.4GPa;12.8GPa;15.6GPa,0.00096376,0.529412,6,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_459_18.194deg_correlation.png,per_peak_matrices/peak_group_459_18.194deg_correlation.csv
460,18.225177,6,1GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;13.3GPa,0.00364483,0.352941,5,3,0,bump;matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_460_18.225deg_correlation.png,per_peak_matrices/peak_group_460_18.225deg_correlation.csv
461,18.263288,7,0.7GPa;1.5GPa;5GPa;6.6GPa;9.8GPa;10.4GPa;13.3GPa,0.013073,0.411765,5,3,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_461_18.263deg_correlation.png,per_peak_matrices/peak_group_461_18.263deg_correlation.csv
462,18.306453,5,1.3GPa;3.9GPa;6.2GPa;12.8GPa;15.6GPa,0.0160067,0.294118,2,3,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_462_18.306deg_correlation.png,per_peak_matrices/peak_group_462_18.306deg_correlation.csv
463,18.323915,6,1GPa;2.3GPa;5GPa;6.2GPa;7.4GPa;13.3GPa,0.0159657,0.352941,3,4,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_463_18.324deg_correlation.png,per_peak_matrices/peak_group_463_18.324deg_correlation.csv
464,18.374682,4,2.3GPa;6.6GPa;7.4GPa;8.5GPa,0.0147273,0.235294,3,1,0,matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_464_18.375deg_correlation.png,per_peak_matrices/peak_group_464_18.375deg_correlation.csv
465,18.401296,3,1.5GPa;8.5GPa;15.6GPa,0.0106552,0.176471,1,2,0,bump;matched;micro;raw;residual;shoulder,5,per_peak_heatmaps/peak_group_465_18.401deg_correlation.png,per_peak_matrices/peak_group_465_18.401deg_correlation.csv
466,18.440405,7,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;9.8GPa;10.4GPa,0.0103394,0.411765,6,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_466_18.440deg_correlation.png,per_peak_matrices/peak_group_466_18.440deg_correlation.csv
467,18.469820,7,1GPa;1.5GPa;2.3GPa;2.4GPa_decomp;5GPa;9.8GPa;15.6GPa,0.00985096,0.411765,9,0,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_467_18.470deg_correlation.png,per_peak_matrices/peak_group_467_18.470deg_correlation.csv
468,18.500920,8,1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa,0.00717333,0.470588,5,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_468_18.501deg_correlation.png,per_peak_matrices/peak_group_468_18.501deg_correlation.csv
469,18.538234,5,2.3GPa;5GPa;6.6GPa;12.8GPa;13.3GPa,0.00379714,0.294118,2,4,0,bump;matched;micro;raw;residual;shoulder,2;8,per_peak_heatmaps/peak_group_469_18.538deg_correlation.png,per_peak_matrices/peak_group_469_18.538deg_correlation.csv
470,18.565381,4,0.7GPa;2.3GPa;6.2GPa;7.4GPa,0.00208497,0.235294,1,4,0,bump;matched;micro;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_470_18.565deg_correlation.png,per_peak_matrices/peak_group_470_18.565deg_correlation.csv
